
S_0_0	We	0.05108864512294531	
S_0_1	'll	0.03494048025459051	
S_0_2	be	0.046044125903530846	
S_0_3	closed	0.42329640686511993	
S_0_4	from	0.03975901114089148	
S_0_5	12/24	0.346592804150922	
S_0_6	to	0.1500131737973009	
S_0_7	1/1	0.40613390718187603	
S_0_8	.	0.10012669488787651	
S_0_9	See	0.21778426425797598	
S_0_10	you	0.16489422800285475	
S_0_11	in	0.08748687830354486	
S_0_12	the	0.1109394154378346	
S_0_13	New	0.5201176447527749	
S_0_14	Year	0.4938242073569979	
S_0_15	!	0.21293429072414125	

Q_1_0	No	0.13239978945681027	
Q_1_1	matter	0.18010946522865975	
Q_1_2	how	0.24241054909569876	
Q_1_3	hard	0.5525818552289691	
Q_1_4	you	0.3468271919659206	
Q_1_5	work	0.485194199851581	
Q_1_6	,	0.07452782137053353	
Q_1_7	someone	0.49424308112689425	
Q_1_8	else	0.5239193652357373	
Q_1_9	is	0.3294873705932072	
Q_1_10	working	0.5243468135595322	
Q_1_11	harder	0.664363192660468	
Q_1_12	.	0.2885670693857329	

Q_2_0	The	0.03832543674590332	
Q_2_1	less	0.6397177640880857	
Q_2_2	I	0.22661811964852469	
Q_2_3	needed	0.5001117970262255	
Q_2_4	,	0.051298173144459724	
Q_2_5	the	0.0508902065838421	
Q_2_6	better	0.740040259701865	
Q_2_7	I	0.33736221705164227	
Q_2_8	felt	0.6040075208459582	
Q_2_9	.	0.19696328788995743	

Q_3_0	When	0.04087417985179594	
Q_3_1	someone	0.18471228703856468	
Q_3_2	shows	0.285249938922269	
Q_3_3	you	0.13758170817579543	
Q_3_4	who	0.3110015243291855	
Q_3_5	they	0.2778116198522704	
Q_3_6	are	0.31522091052361895	
Q_3_7	,	0.05932899923729045	
Q_3_8	believe	0.8172576640333448	
Q_3_9	them	0.4027265118701117	
Q_3_10	the	0.29224726238421034	
Q_3_11	first	0.4932104902608054	
Q_3_12	time	0.43399207506861004	
Q_3_13	.	0.20943818347794668	

Q_4_0	You	0.10384655956711088	
Q_4_1	are	0.053673984083746164	
Q_4_2	not	0.1962297335267067	
Q_4_3	a	0.11207442464573043	
Q_4_4	drop	0.3764774054288864	
Q_4_5	in	0.1264877649290221	
Q_4_6	the	0.0911773895578725	
